Time [sec]	P [hPa]	T [°C]	Hu [%]	Ws [m/s]	Wd [°]	Alt [m]	Lon [°]   	Lat [°]   	RI    	Dew [°C]	Vi Te [°C]	MRI    	D [kg/m3]	Rs [m/s]	Elevation [°]	Azimuth [°]	Range [m]
4130      	46.6   	-41.0 	2     	2.1     	177   	21287  	-58.667561	-62.142124	15.74 	-70.2   	-41.0     	3357.76	0.003323 	5.6     	51.4         	067        	27170    
4132      	46.5   	-41.0 	2     	2.1     	175   	21298  	-58.667589	-62.142076	15.71 	-70.2   	-41.0     	3359.53	0.003317 	5.7     	51.4         	067        	27180    
4134      	46.5   	-41.0 	2     	2.2     	174   	21310  	-58.667616	-62.142028	15.69 	-70.2   	-41.0     	3361.28	0.003310 	5.7     	51.4         	067        	27189    
4136      	46.4   	-41.0 	2     	2.3     	172   	21321  	-58.667643	-62.141979	15.66 	-70.2   	-41.0     	3363.04	0.003304 	5.7     	51.5         	067        	27199    
4138      	46.3   	-41.0 	2     	2.3     	171   	21332  	-58.667670	-62.141931	15.64 	-70.2   	-41.0     	3364.81	0.003298 	5.7     	51.5         	067        	27208    
4140      	46.2   	-41.0 	2     	2.4     	169   	21344  	-58.667698	-62.141883	15.61 	-70.3   	-41.0     	3366.56	0.003291 	5.7     	51.5         	067        	27217    
4142      	46.2   	-41.0 	2     	2.5     	168   	21355  	-58.667725	-62.141835	15.59 	-70.3   	-41.0     	3368.32	0.003285 	5.7     	51.5         	067        	27227    
4144      	46.1   	-41.0 	2     	2.5     	167   	21366  	-58.667752	-62.141787	15.56 	-70.3   	-41.0     	3370.09	0.003285 	5.7     	51.5         	067        	27236    
4146      	46.0   	-41.0 	2     	2.6     	166   	21378  	-58.667779	-62.141738	15.54 	-70.2   	-41.0     	3371.85	0.003295 	5.7     	51.5         	067        	27246    
4148      	45.9   	-41.0 	2     	2.7     	165   	21389  	-58.667807	-62.141690	15.51 	-70.2   	-41.0     	3373.60	0.003305 	5.7     	51.5         	067        	27255    
4150      	45.9   	-41.0 	2     	2.7     	164   	21401  	-58.667834	-62.141642	15.49 	-70.2   	-41.0     	3375.36	0.003316 	5.7     	51.6         	067        	27265    
4152      	45.8   	-41.0 	2     	2.8     	164   	21412  	-58.667861	-62.141594	15.46 	-70.1   	-41.0     	3377.13	0.003326 	5.7     	51.6         	067        	27274    
4154      	45.7   	-40.9 	2     	2.9     	164   	21423  	-58.667888	-62.141546	15.43 	-70.1   	-40.9     	3378.88	0.003336 	5.7     	51.6         	067        	27284    
4156      	45.7   	-40.9 	2     	3.0     	164   	21435  	-58.667915	-62.141497	15.41 	-70.1   	-40.9     	3380.64	0.003346 	5.7     	51.6         	067        	27293    
4158      	45.6   	-40.9 	2     	3.0     	164   	21446  	-58.667943	-62.141449	15.38 	-70.0   	-40.9     	3382.41	0.003355 	5.7     	51.6         	067        	27302    
4160      	45.5   	-40.9 	2     	3.1     	164   	21457  	-58.668034	-62.141391	15.36 	-70.0   	-40.9     	3384.16	0.003363 	5.7     	51.6         	067        	27310    
4162      	45.4   	-40.9 	2     	3.2     	164   	21469  	-58.668129	-62.141331	15.33 	-70.0   	-40.9     	3385.90	0.003370 	5.7     	51.6         	067        	27318    
4164      	45.4   	-40.8 	2     	3.2     	164   	21480  	-58.668224	-62.141272	15.31 	-69.9   	-40.8     	3387.65	0.003377 	5.7     	51.7         	067        	27326    
4166      	45.3   	-40.8 	2     	3.3     	164   	21491  	-58.668319	-62.141213	15.29 	-69.9   	-40.8     	3389.42	0.003385 	5.7     	51.7         	067        	27333    
4168      	45.2   	-40.8 	2     	3.4     	164   	21503  	-58.668414	-62.141154	15.26 	-69.9   	-40.8     	3391.17	0.003392 	5.7     	51.7         	067        	27341    
4170      	45.2   	-40.8 	2     	3.5     	164   	21514  	-58.668509	-62.141095	15.23 	-69.8   	-40.7     	3392.92	0.003399 	5.7     	51.7         	067        	27349    
4172      	45.1   	-40.7 	2     	3.6     	159   	21525  	-58.668604	-62.141035	15.21 	-69.8   	-40.7     	3394.68	0.003408 	5.7     	51.7         	067        	27357    
4174      	45.0   	-40.7 	2     	3.7     	155   	21537  	-58.668699	-62.140976	15.18 	-69.7   	-40.7     	3396.43	0.003419 	5.7     	51.7         	067        	27364    
4176      	44.9   	-40.6 	2     	3.8     	151   	21548  	-58.668794	-62.140917	15.15 	-69.7   	-40.6     	3398.17	0.003430 	5.7     	51.8         	067        	27372    
4178      	44.8   	-40.6 	2     	4.0     	148   	21559  	-58.668889	-62.140858	15.12 	-69.6   	-40.6     	3399.92	0.003441 	5.7     	51.8         	066        	27380    
4180      	44.8   	-40.6 	2     	4.1     	144   	21571  	-58.668984	-62.140799	15.10 	-69.6   	-40.6     	3401.68	0.003453 	5.7     	51.8         	066        	27388    
4182      	44.7   	-40.6 	2     	4.2     	141   	21582  	-58.669079	-62.140740	15.07 	-69.6   	-40.6     	3403.43	0.003465 	5.7     	51.8         	066        	27395    
4184      	44.6   	-40.6 	2     	4.3     	138   	21593  	-58.669174	-62.140680	15.05 	-69.6   	-40.6     	3405.18	0.003477 	5.7     	51.8         	066        	27403    
4186      	44.5   	-40.6 	2     	4.4     	135   	21605  	-58.669298	-62.140635	15.02 	-69.5   	-40.6     	3406.93	0.003486 	5.7     	51.9         	066        	27410    
4188      	44.5   	-40.6 	2     	4.6     	132   	21616  	-58.669505	-62.140628	15.00 	-69.5   	-40.6     	3408.68	0.003494 	5.6     	51.9         	066        	27413    
4190      	44.4   	-40.6 	2     	4.7     	130   	21627  	-58.669712	-62.140621	14.98 	-69.5   	-40.6     	3410.43	0.003502 	5.6     	51.9         	066        	27416    
4192      	44.3   	-40.6 	2     	4.8     	126   	21638  	-58.669919	-62.140614	14.95 	-69.5   	-40.6     	3412.18	0.003510 	5.6     	51.9         	066        	27419    
4194      	44.3   	-40.6 	2     	4.9     	122   	21650  	-58.670127	-62.140608	14.93 	-69.5   	-40.6     	3413.93	0.003518 	5.6     	52.0         	066        	27422    
4196      	44.2   	-40.7 	2     	4.9     	118   	21661  	-58.670334	-62.140601	14.91 	-69.5   	-40.7     	3415.67	0.003526 	5.6     	52.0         	066        	27425    
4198      	44.1   	-40.7 	2     	5.0     	114   	21672  	-58.670541	-62.140594	14.89 	-69.5   	-40.7     	3417.42	0.003534 	5.6     	52.0         	066        	27428    
4200      	44.0   	-40.7 	2     	5.1     	110   	21684  	-58.670748	-62.140587	14.87 	-69.5   	-40.7     	3419.17	0.003535 	5.6     	52.1         	066        	27431    
4202      	44.0   	-40.7 	2     	5.2     	107   	21695  	-58.670956	-62.140581	14.84 	-69.5   	-40.7     	3420.93	0.003532 	5.6     	52.1         	066        	27434    
4204      	43.9   	-40.7 	2     	5.3     	103   	21706  	-58.671163	-62.140574	14.82 	-69.6   	-40.7     	3422.68	0.003529 	5.6     	52.1         	066        	27437    
4206      	43.8   	-40.8 	2     	5.3     	100   	21717  	-58.671370	-62.140567	14.80 	-69.6   	-40.8     	3424.43	0.003526 	5.6     	52.2         	066        	27440    
4208      	43.8   	-40.8 	2     	5.4     	097   	21729  	-58.671577	-62.140560	14.78 	-69.6   	-40.8     	3426.18	0.003523 	5.6     	52.2         	066        	27443    
4210      	43.7   	-40.8 	2     	5.5     	094   	21740  	-58.671784	-62.140554	14.76 	-69.6   	-40.8     	3427.92	0.003520 	5.6     	52.2         	066        	27446    
4212      	43.6   	-40.9 	2     	5.5     	093   	21751  	-58.671992	-62.140547	14.74 	-69.7   	-40.8     	3429.67	0.003518 	5.6     	52.3         	066        	27449    
4214      	43.6   	-40.9 	2     	5.6     	092   	21763  	-58.672199	-62.140540	14.71 	-69.7   	-40.9     	3431.43	0.003518 	5.6     	52.3         	066        	27452    
4216      	43.5   	-40.9 	2     	5.6     	091   	21774  	-58.672406	-62.140533	14.69 	-69.7   	-40.9     	3433.18	0.003523 	5.6     	52.3         	066        	27455    
4218      	43.4   	-40.9 	2     	5.6     	090   	21785  	-58.672613	-62.140527	14.67 	-69.7   	-40.9     	3434.93	0.003528 	5.6     	52.3         	066        	27458    
4220      	43.4   	-40.9 	2     	5.7     	089   	21796  	-58.672823	-62.140521	14.65 	-69.7   	-40.9     	3436.69	0.003533 	5.7     	52.4         	066        	27461    
4222      	43.3   	-40.9 	2     	5.7     	088   	21808  	-58.673055	-62.140526	14.63 	-69.7   	-40.9     	3438.50	0.003537 	5.9     	52.4         	066        	27464    
4224      	43.2   	-40.9 	2     	5.7     	087   	21820  	-58.673287	-62.140530	14.61 	-69.7   	-40.9     	3440.33	0.003542 	5.9     	52.4         	066        	27466    
4226      	43.2   	-40.9 	2     	5.8     	086   	21832  	-58.673520	-62.140535	14.58 	-69.7   	-40.9     	3442.14	0.003546 	5.9     	52.5         	066        	27469    
4228      	43.1   	-40.9 	2     	5.8     	086   	21843  	-58.673752	-62.140540	14.56 	-69.7   	-40.9     	3443.97	0.003537 	5.9     	52.5         	066        	27471    
4230      	43.0   	-40.9 	2     	5.8     	085   	21855  	-58.673984	-62.140545	14.54 	-69.7   	-40.9     	3445.79	0.003525 	5.9     	52.5         	066        	27474    
4232      	43.0   	-40.9 	2     	5.9     	085   	21867  	-58.674217	-62.140550	14.52 	-69.7   	-40.9     	3447.62	0.003513 	5.9     	52.6         	066        	27476    
4234      	42.9   	-40.8 	2     	5.9     	086   	21879  	-58.674449	-62.140554	14.49 	-69.7   	-40.8     	3449.43	0.003500 	5.9     	52.6         	066        	27479    
4236      	42.8   	-40.8 	2     	5.9     	087   	21890  	-58.674681	-62.140559	14.47 	-69.7   	-40.8     	3451.26	0.003488 	5.9     	52.6         	066        	27481    
4238      	42.8   	-40.8 	2     	6.0     	087   	21902  	-58.674914	-62.140564	14.45 	-69.7   	-40.8     	3453.08	0.003476 	5.9     	52.7         	066        	27484    
4240      	42.7   	-40.8 	2     	6.0     	088   	21914  	-58.675146	-62.140569	14.42 	-69.7   	-40.8     	3454.91	0.003463 	5.9     	52.7         	066        	27486    
4242      	42.6   	-40.7 	2     	6.0     	088   	21926  	-58.675378	-62.140573	14.40 	-69.7   	-40.7     	3456.72	0.003454 	5.9     	52.7         	066        	27489    
4244      	42.6   	-40.7 	2     	6.1     	089   	21937  	-58.675611	-62.140578	14.37 	-69.7   	-40.7     	3458.53	0.003445 	5.9     	52.8         	066        	27491    
4246      	42.5   	-40.7 	2     	6.1     	089   	21949  	-58.675843	-62.140583	14.35 	-69.7   	-40.7     	3460.35	0.003436 	5.9     	52.8         	066        	27494    
4248      	42.4   	-40.7 	2     	6.1     	090   	21961  	-58.676071	-62.140588	14.32 	-69.7   	-40.7     	3462.17	0.003428 	5.9     	52.8         	066        	27497    
4250      	42.3   	-40.7 	2     	6.2     	090   	21972  	-58.676218	-62.140588	14.29 	-69.7   	-40.7     	3463.88	0.003419 	5.5     	52.9         	066        	27501    
4252      	42.3   	-40.7 	2     	6.0     	090   	21983  	-58.676365	-62.140589	14.27 	-69.8   	-40.7     	3465.60	0.003410 	5.5     	52.9         	066        	27506    
4254      	42.2   	-40.7 	2     	5.8     	091   	21994  	-58.676512	-62.140590	14.24 	-69.8   	-40.7     	3467.32	0.003402 	5.5     	52.9         	066        	27511    
4256      	42.1   	-40.6 	2     	5.6     	091   	22005  	-58.676659	-62.140591	14.22 	-69.7   	-40.6     	3469.04	0.003398 	5.5     	52.9         	066        	27515    
4258      	42.1   	-40.6 	2     	5.4     	091   	22016  	-58.676806	-62.140591	14.20 	-69.7   	-40.6     	3470.74	0.003397 	5.5     	53.0         	066        	27520    
4260      	42.0   	-40.6 	2     	5.2     	091   	22027  	-58.676953	-62.140592	14.18 	-69.7   	-40.6     	3472.46	0.003396 	5.5     	53.0         	066        	27524    
4262      	42.0   	-40.5 	2     	5.0     	091   	22038  	-58.677100	-62.140593	14.16 	-69.6   	-40.5     	3474.18	0.003395 	5.5     	53.0         	066        	27529    
4264      	41.9   	-40.5 	2     	4.8     	091   	22050  	-58.677247	-62.140594	14.13 	-69.6   	-40.5     	3475.90	0.003394 	5.5     	53.0         	066        	27534    
4266      	41.9   	-40.4 	2     	4.6     	092   	22061  	-58.677394	-62.140595	14.11 	-69.6   	-40.4     	3477.63	0.003393 	5.5     	53.1         	066        	27538    
4268      	41.8   	-40.4 	2     	4.5     	092   	22072  	-58.677541	-62.140595	14.09 	-69.6   	-40.4     	3479.35	0.003392 	5.5     	53.1         	066        	27543    
4270      	41.7   	-40.4 	2     	4.3     	092   	22083  	-58.677688	-62.140596	14.07 	-69.5   	-40.4     	3481.07	0.003403 	5.5     	53.1         	066        	27548    
4272      	41.7   	-40.4 	2     	4.0     	091   	22094  	-58.677835	-62.140597	14.04 	-69.5   	-40.4     	3482.79	0.003419 	5.5     	53.1         	066        	27553    
4274      	41.6   	-40.4 	2     	3.8     	091   	22105  	-58.677982	-62.140598	14.02 	-69.5   	-40.4     	3484.51	0.003435 	5.5     	53.2         	066        	27557    
4276      	41.5   	-40.4 	2     	3.6     	090   	22116  	-58.678129	-62.140599	14.00 	-69.4   	-40.4     	3486.21	0.003452 	5.5     	53.2         	066        	27562    
4278      	41.5   	-40.4 	2     	3.4     	089   	22127  	-58.678276	-62.140599	13.98 	-69.4   	-40.4     	3487.94	0.003468 	5.5     	53.2         	066        	27567    
4280      	41.4   	-40.4 	2     	3.1     	088   	22138  	-58.678392	-62.140591	13.96 	-69.4   	-40.4     	3489.66	0.003485 	5.5     	53.2         	066        	27572    
4282      	41.3   	-40.4 	2     	2.9     	087   	22149  	-58.678478	-62.140573	13.94 	-69.3   	-40.4     	3491.38	0.003501 	5.5     	53.3         	066        	27579    
4284      	41.3   	-40.4 	2     	2.7     	086   	22160  	-58.678564	-62.140556	13.92 	-69.3   	-40.4     	3493.08	0.003508 	5.5     	53.3         	066        	27586    
4286      	41.2   	-40.4 	2     	2.5     	084   	22171  	-58.678650	-62.140538	13.89 	-69.3   	-40.4     	3494.79	0.003514 	5.5     	53.3         	066        	27593    
4288      	41.1   	-40.4 	2     	2.3     	082   	22182  	-58.678736	-62.140521	13.87 	-69.3   	-40.4     	3496.51	0.003520 	5.5     	53.3         	066        	27600    
4290      	41.0   	-40.4 	2     	2.0     	080   	22193  	-58.678822	-62.140503	13.85 	-69.3   	-40.4     	3498.21	0.003526 	5.5     	53.3         	066        	27607    
4292      	41.0   	-40.4 	2     	2.1     	086   	22204  	-58.678908	-62.140486	13.83 	-69.3   	-40.4     	3499.92	0.003532 	5.5     	53.4         	066        	27614    
4294      	40.9   	-40.5 	2     	2.2     	091   	22216  	-58.678994	-62.140469	13.81 	-69.3   	-40.5     	3501.64	0.003538 	5.5     	53.4         	066        	27621    
4296      	40.8   	-40.5 	2     	2.3     	097   	22227  	-58.679081	-62.140451	13.79 	-69.3   	-40.5     	3503.35	0.003544 	5.5     	53.4         	066        	27628    
4298      	40.8   	-40.5 	2     	2.4     	102   	22238  	-58.679167	-62.140434	13.77 	-69.4   	-40.5     	3505.05	0.003533 	5.5     	53.4         	066        	27635    
4300      	40.7   	-40.5 	2     	2.5     	106   	22249  	-58.679253	-62.140416	13.75 	-69.4   	-40.5     	3506.78	0.003520 	5.5     	53.4         	066        	27642    
4302      	40.7   	-40.5 	2     	2.6     	111   	22260  	-58.679339	-62.140399	13.73 	-69.4   	-40.5     	3508.48	0.003506 	5.5     	53.5         	066        	27649    
4304      	40.6   	-40.6 	2     	2.7     	115   	22271  	-58.679425	-62.140381	13.71 	-69.5   	-40.6     	3510.19	0.003493 	5.5     	53.5         	066        	27655    
4306      	40.5   	-40.5 	2     	2.8     	118   	22282  	-58.679511	-62.140364	13.68 	-69.5   	-40.5     	3511.91	0.003479 	5.5     	53.5         	066        	27662    
4308      	40.5   	-40.5 	2     	2.9     	121   	22293  	-58.679597	-62.140346	13.66 	-69.5   	-40.5     	3513.61	0.003464 	5.5     	53.5         	066        	27669    
4310      	40.4   	-40.4 	2     	3.0     	124   	22304  	-58.679683	-62.140329	13.64 	-69.5   	-40.4     	3515.32	0.003449 	5.5     	53.5         	066        	27676    
4312      	40.4   	-40.4 	2     	3.0     	124   	22315  	-58.679775	-62.140311	13.61 	-69.4   	-40.4     	3517.04	0.003445 	5.5     	53.6         	065        	27683    
4314      	40.3   	-40.3 	2     	2.9     	123   	22326  	-58.679868	-62.140292	13.59 	-69.4   	-40.3     	3518.74	0.003442 	5.5     	53.6         	065        	27690    
4316      	40.2   	-40.3 	2     	2.9     	123   	22337  	-58.679961	-62.140274	13.56 	-69.4   	-40.3     	3520.44	0.003439 	5.5     	53.6         	065        	27697    
4318      	40.2   	-40.2 	2     	2.9     	122   	22348  	-58.680054	-62.140255	13.54 	-69.4   	-40.2     	3522.15	0.003436 	5.5     	53.6         	065        	27703    
4320      	40.1   	-40.2 	2     	2.9     	122   	22359  	-58.680147	-62.140237	13.52 	-69.4   	-40.2     	3523.85	0.003434 	5.5     	53.6         	065        	27710    
4322      	40.0   	-40.2 	2     	2.8     	121   	22370  	-58.680240	-62.140219	13.50 	-69.4   	-40.2     	3525.57	0.003432 	5.5     	53.6         	065        	27717    
4324      	40.0   	-40.2 	2     	2.8     	120   	22381  	-58.680334	-62.140200	13.48 	-69.3   	-40.2     	3527.28	0.003430 	5.5     	53.7         	065        	27724    
4326      	39.9   	-40.2 	2     	2.8     	120   	22392  	-58.680427	-62.140182	13.46 	-69.3   	-40.2     	3528.98	0.003437 	5.5     	53.7         	065        	27731    
4328      	39.9   	-40.2 	2     	2.8     	119   	22403  	-58.680520	-62.140163	13.44 	-69.3   	-40.2     	3530.69	0.003445 	5.5     	53.7         	065        	27737    
4330      	39.8   	-40.2 	2     	2.7     	119   	22414  	-58.680613	-62.140145	13.41 	-69.3   	-40.2     	3532.40	0.003452 	5.5     	53.7         	065        	27744    
4332      	39.7   	-40.2 	2     	2.7     	117   	22425  	-58.680706	-62.140127	13.39 	-69.3   	-40.2     	3534.12	0.003459 	5.5     	53.7         	065        	27751    
4334      	39.7   	-40.2 	2     	2.7     	116   	22436  	-58.680799	-62.140108	13.37 	-69.3   	-40.2     	3535.83	0.003467 	5.5     	53.8         	065        	27758    
4336      	39.6   	-40.2 	2     	2.7     	114   	22447  	-58.680892	-62.140090	13.35 	-69.3   	-40.2     	3537.53	0.003474 	5.5     	53.8         	065        	27765    
4338      	39.5   	-40.3 	2     	2.6     	113   	22458  	-58.680985	-62.140071	13.33 	-69.3   	-40.2     	3539.24	0.003482 	5.5     	53.8         	065        	27771    
4340      	39.5   	-40.3 	2     	2.6     	111   	22469  	-58.681079	-62.140053	13.31 	-69.3   	-40.3     	3540.94	0.003481 	5.5     	53.8         	065        	27778    
4342      	39.4   	-40.3 	2     	2.6     	110   	22480  	-58.681172	-62.140034	13.29 	-69.3   	-40.3     	3542.66	0.003471 	5.5     	53.8         	065        	27785    
4344      	39.3   	-40.2 	2     	2.6     	108   	22491  	-58.681308	-62.140017	13.26 	-69.3   	-40.2     	3544.38	0.003459 	5.6     	53.9         	065        	27791    
4346      	39.3   	-40.2 	2     	2.6     	107   	22503  	-58.681471	-62.140001	13.24 	-69.3   	-40.2     	3546.13	0.003448 	5.6     	53.9         	065        	27796    
4348      	39.2   	-40.1 	2     	2.6     	105   	22514  	-58.681634	-62.139985	13.21 	-69.2   	-40.1     	3547.86	0.003436 	5.6     	53.9         	065        	27801    
4350      	39.1   	-40.1 	2     	2.6     	103   	22525  	-58.681797	-62.139969	13.19 	-69.2   	-40.0     	3549.61	0.003425 	5.6     	53.9         	065        	27806    
4352      	39.1   	-40.0 	2     	2.8     	104   	22536  	-58.681959	-62.139952	13.17 	-69.2   	-40.0     	3551.35	0.003413 	5.6     	54.0         	065        	27811    
4354      	39.0   	-39.9 	2     	2.9     	105   	22548  	-58.682122	-62.139936	13.15 	-69.2   	-39.9     	3553.10	0.003405 	5.6     	54.0         	065        	27816    
4356      	39.0   	-39.9 	2     	3.1     	105   	22559  	-58.682285	-62.139920	13.13 	-69.2   	-39.9     	3554.84	0.003400 	5.6     	54.0         	065        	27821    
4358      	38.9   	-39.9 	2     	3.3     	106   	22570  	-58.682448	-62.139903	13.11 	-69.1   	-39.9     	3556.60	0.003395 	5.6     	54.0         	065        	27826    
4360      	38.9   	-39.8 	2     	3.5     	106   	22581  	-58.682611	-62.139887	13.09 	-69.1   	-39.8     	3558.35	0.003390 	5.6     	54.1         	065        	27831    
4362      	38.8   	-39.8 	2     	3.7     	107   	22593  	-58.682774	-62.139871	13.07 	-69.1   	-39.8     	3560.09	0.003385 	5.6     	54.1         	065        	27836    
4364      	38.8   	-39.8 	2     	3.9     	107   	22604  	-58.682937	-62.139855	13.05 	-69.1   	-39.8     	3561.84	0.003380 	5.6     	54.1         	065        	27841    
4366      	38.7   	-39.7 	2     	4.0     	107   	22615  	-58.683099	-62.139838	13.03 	-69.1   	-39.7     	3563.58	0.003375 	5.6     	54.1         	065        	27846    
4368      	38.7   	-39.7 	2     	4.2     	108   	22626  	-58.683262	-62.139822	13.01 	-69.0   	-39.7     	3565.33	0.003375 	5.6     	54.2         	065        	27852    
4370      	38.6   	-39.7 	2     	4.4     	108   	22638  	-58.683425	-62.139806	12.98 	-69.0   	-39.7     	3567.07	0.003377 	5.6     	54.2         	065        	27857    
4372      	38.5   	-39.6 	2     	4.6     	105   	22649  	-58.683588	-62.139789	12.96 	-69.0   	-39.6     	3568.82	0.003379 	5.6     	54.2         	065        	27862    
4374      	38.5   	-39.6 	2     	4.8     	103   	22660  	-58.683751	-62.139773	12.94 	-68.9   	-39.6     	3570.56	0.003382 	5.6     	54.2         	065        	27867    
4376      	38.4   	-39.6 	2     	5.0     	101   	22671  	-58.683914	-62.139757	12.92 	-68.9   	-39.5     	3572.31	0.003384 	5.6     	54.3         	065        	27872    
4378      	38.4   	-39.5 	2     	5.2     	099   	22682  	-58.684124	-62.139756	12.90 	-68.9   	-39.5     	3574.04	0.003386 	5.6     	54.3         	065        	27875    
4380      	38.3   	-39.5 	2     	5.4     	097   	22694  	-58.684383	-62.139772	12.88 	-68.8   	-39.5     	3575.76	0.003388 	5.5     	54.3         	065        	27877    
4382      	38.3   	-39.5 	2     	5.6     	095   	22705  	-58.684642	-62.139787	12.86 	-68.8   	-39.4     	3577.48	0.003405 	5.5     	54.4         	065        	27878    
4384      	38.2   	-39.4 	2     	5.7     	093   	22716  	-58.684901	-62.139803	12.84 	-68.7   	-39.4     	3579.20	0.003426 	5.5     	54.4         	065        	27880    
4386      	38.1   	-39.4 	2     	5.9     	092   	22727  	-58.685160	-62.139818	12.82 	-68.6   	-39.4     	3580.93	0.003447 	5.5     	54.4         	065        	27881    
4388      	38.1   	-39.4 	2     	6.2     	090   	22738  	-58.685419	-62.139834	12.80 	-68.6   	-39.4     	3582.65	0.003468 	5.5     	54.5         	065        	27883    
4390      	38.0   	-39.3 	2     	6.4     	089   	22749  	-58.685678	-62.139849	12.78 	-68.5   	-39.3     	3584.37	0.003489 	5.5     	54.5         	065        	27884    
4392      	38.0   	-39.3 	2     	6.4     	088   	22760  	-58.685937	-62.139865	12.76 	-68.5   	-39.3     	3586.10	0.003510 	5.5     	54.5         	065        	27886    
4394      	37.9   	-39.3 	2     	6.5     	087   	22771  	-58.686196	-62.139880	12.74 	-68.4   	-39.3     	3587.82	0.003532 	5.5     	54.6         	065        	27887    
4396      	37.8   	-39.3 	2     	6.6     	085   	22782  	-58.686455	-62.139896	12.72 	-68.4   	-39.3     	3589.55	0.003542 	5.5     	54.6         	065        	27889    
4398      	37.8   	-39.4 	2     	6.6     	084   	22793  	-58.686714	-62.139911	12.71 	-68.4   	-39.4     	3591.27	0.003552 	5.5     	54.6         	065        	27890    
4400      	37.7   	-39.4 	2     	6.7     	083   	22805  	-58.686973	-62.139927	12.69 	-68.4   	-39.4     	3593.00	0.003561 	5.5     	54.7         	065        	27892    
4402      	37.7   	-39.4 	2     	6.8     	082   	22816  	-58.687232	-62.139942	12.67 	-68.4   	-39.4     	3594.72	0.003571 	5.5     	54.7         	065        	27894    
4404      	37.6   	-39.5 	2     	6.9     	081   	22827  	-58.687491	-62.139958	12.65 	-68.4   	-39.4     	3596.44	0.003580 	5.5     	54.8         	065        	27895    
4406      	37.6   	-39.5 	2     	7.0     	080   	22838  	-58.687711	-62.139995	12.63 	-68.4   	-39.5     	3598.23	0.003590 	5.7     	54.8         	065        	27898    
4408      	37.5   	-39.5 	2     	7.0     	079   	22850  	-58.687931	-62.140032	12.62 	-68.4   	-39.5     	3600.00	0.003596 	5.7     	54.8         	065        	27900    
4410      	37.4   	-39.5 	2     	7.1     	078   	22861  	-58.688150	-62.140069	12.60 	-68.5   	-39.5     	3601.79	0.003574 	5.7     	54.9         	065        	27902    
4412      	37.4   	-39.5 	2     	7.0     	077   	22873  	-58.688369	-62.140106	12.58 	-68.6   	-39.5     	3603.57	0.003552 	5.7     	54.9         	065        	27905    
4414      	37.3   	-39.6 	2     	6.9     	076   	22884  	-58.688589	-62.140144	12.56 	-68.6   	-39.5     	3605.34	0.003529 	5.7     	54.9         	065        	27907    
4416      	37.2   	-39.6 	2     	6.8     	075   	22896  	-58.688808	-62.140181	12.54 	-68.7   	-39.6     	3607.13	0.003507 	5.7     	55.0         	065        	27910    
4418      	37.2   	-39.6 	2     	6.7     	074   	22907  	-58.689027	-62.140218	12.51 	-68.7   	-39.6     	3608.91	0.003484 	5.7     	55.0         	065        	27912    
4420      	37.1   	-39.6 	2     	6.7     	073   	22918  	-58.689247	-62.140255	12.49 	-68.8   	-39.6     	3610.68	0.003461 	5.7     	55.0         	065        	27915    
4422      	37.1   	-39.6 	2     	6.6     	072   	22930  	-58.689466	-62.140293	12.47 	-68.8   	-39.6     	3612.47	0.003439 	5.7     	55.1         	065        	27917    
4424      	37.0   	-39.6 	2     	6.5     	071   	22941  	-58.689685	-62.140330	12.45 	-68.9   	-39.6     	3614.25	0.003420 	5.7     	55.1         	065        	27920    
4426      	36.9   	-39.6 	2     	6.4     	070   	22953  	-58.689905	-62.140367	12.43 	-68.9   	-39.6     	3616.02	0.003401 	5.7     	55.1         	065        	27922    
4428      	36.9   	-39.6 	2     	6.3     	069   	22964  	-58.690124	-62.140405	12.41 	-68.9   	-39.6     	3617.80	0.003382 	5.7     	55.2         	065        	27925    
4430      	36.8   	-39.6 	2     	6.2     	068   	22976  	-58.690343	-62.140442	12.39 	-69.0   	-39.6     	3619.59	0.003363 	5.7     	55.2         	065        	27927    
4432      	36.8   	-39.6 	2     	6.0     	069   	22987  	-58.690563	-62.140479	12.37 	-69.0   	-39.6     	3621.36	0.003344 	5.7     	55.2         	065        	27930    
4434      	36.7   	-39.5 	2     	5.8     	070   	22999  	-58.690782	-62.140516	12.35 	-69.0   	-39.5     	3623.14	0.003324 	5.7     	55.3         	065        	27932    
4436      	36.6   	-39.5 	2     	5.6     	071   	23009  	-58.690995	-62.140547	12.33 	-69.0   	-39.5     	3624.80	0.003305 	5.4     	55.3         	065        	27934    
4438      	36.6   	-39.5 	2     	5.4     	072   	23016  	-58.691162	-62.140534	12.30 	-69.1   	-39.5     	3625.78	0.003285 	3.2     	55.3         	065        	27936    
4440      	36.5   	-39.5 	2     	5.2     	073   	23022  	-58.691330	-62.140521	12.28 	-69.1   	-39.5     	3626.77	0.003264 	3.2     	55.3         	065        	27937    
4442      	36.5   	-39.5 	2     	5.1     	074   	23029  	-58.691497	-62.140508	12.26 	-69.1   	-39.5     	3627.74	0.003243 	3.2     	55.4         	065        	27938    
4444      	36.4   	-39.5 	2     	4.9     	076   	23035  	-58.691664	-62.140495	12.25 	-69.2   	-39.5     	3628.72	0.003223 	3.2     	55.4         	065        	27939    
4446      	36.4   	-39.5 	2     	4.7     	077   	23041  	-58.691831	-62.140482	12.23 	-69.3   	-39.5     	3629.71	0.003202 	3.2     	55.4         	065        	27940    
